"amount","creditAccount","currency","debitAccount","id","ref"
"9.0","TEST91","RON","TEST27","555","PAY"
"19.0","TEST97","RON","TEST45","556","PAY"
"2.0","TEST99","RON","TEST28","557","PAY"
"19.0","TEST8","RON","TEST27","558","PAY"
"9.0","TEST47","RON","TEST51","559","PAY"
"17.0","TEST93","RON","TEST81","560","PAY"
"14.0","TEST11","RON","TEST86","561","PAY"
"18.0","TEST87","RON","TEST84","562","PAY"
"6.0","TEST25","RON","TEST93","563","PAY"
"1.0","TEST8","RON","TEST83","564","PAY"
"19.0","TEST78","RON","TEST5","565","PAY"
"11.0","CONTADMIN","RON","TEST82","566","PAY"
"15.0","TEST81","RON","TEST15","567","PAY"
"7.0","TEST12","RON","TEST33","568","PAY"
"18.0","TEST61","RON","TEST97","569","PAY"
"11.0","TEST41","RON","TEST22","570","PAY"
"15.0","TEST42","RON","TEST40","571","PAY"
"20.0","TEST78","RON","TEST50","572","PAY"
"6.0","TEST81","RON","TEST82","573","PAY"
"6.0","TEST80","RON","TEST36","574","PAY"
"12.0","TEST94","RON","TEST30","575","PAY"
"17.0","TEST17","RON","TEST31","576","PAY"
"9.0","TEST74","RON","TEST5","577","PAY"
"5.0","TEST16","RON","TEST75","578","PAY"
"3.0","TEST38","RON","TEST77","579","PAY"
"20.0","TEST71","RON","TEST11","580","PAY"
"10.0","TEST35","RON","TEST3","581","PAY"
"3.0","TEST84","RON","TEST51","582","PAY"
"3.0","TEST97","RON","TEST93","583","PAY"
"15.0","TEST87","RON","TEST59","584","PAY"
"2.0","TEST85","RON","TEST80","585","PAY"
"20.0","TEST12","RON","TEST40","586","PAY"
"4.0","TEST83","RON","TEST46","587","PAY"
"13.0","TEST63","RON","TEST28","588","PAY"
"5.0","TEST96","RON","TEST86","589","PAY"
"20.0","TEST17","RON","TEST74","590","PAY"
"15.0","TEST39","RON","TEST36","591","PAY"
"16.0","TEST39","RON","TEST40","592","PAY"
"5.0","TEST73","RON","TEST42","593","PAY"
"19.0","TEST89","RON","TEST72","594","PAY"
"12.0","TEST47","RON","TEST44","595","PAY"
"9.0","TEST80","RON","TEST29","596","PAY"
"17.0","TEST88","RON","TEST67","597","PAY"
"18.0","TEST74","RON","TEST62","598","PAY"
"19.0","TEST19","RON","TEST69","599","PAY"
"15.0","TEST98","RON","TEST90","600","PAY"
"4.0","TEST92","RON","TEST34","601","PAY"
"1.0","TEST55","RON","TEST42","602","PAY"
"3.0","TEST86","RON","TEST2","603","PAY"
"2.0","TEST75","RON","TEST49","604","PAY"
"12.0","TEST70","RON","TEST62","605","PAY"
"12.0","TEST6","RON","TEST38","606","PAY"
"13.0","TEST13","RON","TEST62","607","PAY"
"12.0","TEST11","RON","TEST40","608","PAY"
"4.0","TEST65","RON","TEST31","609","PAY"
"5.0","TEST82","RON","TEST5","610","PAY"
"1.0","TEST13","RON","TEST69","611","PAY"
"6.0","TEST5","RON","TEST84","612","PAY"
"14.0","TEST31","RON","TEST78","613","PAY"
"16.0","TEST1","RON","TEST2","614","PAY"
"20.0","TEST79","RON","TEST47","615","PAY"
"1.0","TEST26","RON","TEST52","616","PAY"
"17.0","TEST73","RON","TEST54","617","PAY"
"9.0","TEST57","RON","TEST77","618","PAY"
"19.0","TEST73","RON","TEST88","619","PAY"
"1.0","TEST29","RON","TEST30","620","PAY"
"19.0","TEST22","RON","TEST70","621","PAY"
"7.0","TEST7","RON","TEST6","622","PAY"
"11.0","TEST39","RON","TEST53","623","PAY"
"18.0","TEST16","RON","TEST43","624","PAY"
"3.0","TEST75","RON","TEST81","625","PAY"
"6.0","TEST22","RON","TEST95","626","PAY"
"10.0","TEST25","RON","TEST35","627","PAY"
"10.0","TEST56","RON","TEST94","628","PAY"
"8.0","TEST58","RON","TEST53","629","PAY"
"4.0","TEST29","RON","TEST59","630","PAY"
"10.0","TEST79","RON","TEST69","631","PAY"
"11.0","CONTADMIN0","RON","TEST92","632","PAY"
"13.0","TEST31","RON","TEST55","633","PAY"
"18.0","TEST8","RON","TEST36","634","PAY"
"13.0","TEST7","RON","TEST43","635","PAY"
"17.0","TEST90","RON","TEST73","636","PAY"
"16.0","TEST18","RON","TEST66","637","PAY"
"14.0","TEST59","RON","TEST96","638","PAY"
"10.0","TEST29","RON","TEST98","639","PAY"
"1.0","TEST25","RON","TEST85","640","PAY"
"18.0","TEST47","RON","TEST40","641","PAY"
"13.0","TEST9","RON","TEST11","642","PAY"
"6.0","TEST6","RON","TEST10","643","PAY"
"5.0","TEST84","RON","TEST12","644","PAY"
"12.0","TEST62","RON","TEST52","645","PAY"
"1.0","TEST28","RON","TEST17","646","PAY"
"14.0","TEST60","RON","TEST67","647","PAY"
"13.0","TEST46","RON","TEST18","648","PAY"
"6.0","TEST13","RON","TEST53","649","PAY"
"20.0","TEST34","RON","TEST64","650","PAY"
"17.0","TEST3","RON","TEST32","651","PAY"
"7.0","TEST96","RON","TEST21","652","PAY"
"14.0","TEST90","RON","TEST68","653","PAY"
"16.0","TEST88","RON","TEST53","654","PAY"
"14.0","TEST73","RON","TEST11","655","PAY"
"15.0","TEST34","RON","TEST98","656","PAY"
"12.0","TEST55","RON","TEST60","657","PAY"
"4.0","TEST46","RON","TEST27","658","PAY"
"6.0","TEST71","RON","TEST76","659","PAY"
"13.0","TEST87","RON","TEST49","660","PAY"
"3.0","TEST51","RON","TEST47","661","PAY"
"5.0","TEST83","RON","TEST95","662","PAY"
"12.0","TEST33","RON","TEST80","663","PAY"
"19.0","TEST44","RON","TEST35","664","PAY"
"19.0","TEST25","RON","CONTADMIN0","665","PAY"
"19.0","TEST76","RON","TEST50","666","PAY"
"17.0","TEST42","RON","TEST28","667","PAY"
"16.0","TEST64","RON","TEST61","668","PAY"
"18.0","TEST90","RON","TEST56","669","PAY"
"7.0","TEST35","RON","TEST88","670","PAY"
"15.0","TEST38","RON","TEST52","671","PAY"
"19.0","TEST84","RON","TEST1","672","PAY"
"17.0","TEST9","RON","TEST62","673","PAY"
"9.0","TEST61","RON","TEST89","674","PAY"
"17.0","TEST23","RON","TEST76","675","PAY"
"6.0","CONTADMIN","RON","TEST33","676","PAY"
"14.0","TEST74","RON","TEST84","677","PAY"
"19.0","TEST70","RON","TEST53","678","PAY"
"17.0","TEST18","RON","TEST86","679","PAY"
"14.0","TEST71","RON","TEST26","680","PAY"
"1.0","TEST5","RON","TEST31","681","PAY"
"4.0","TEST76","RON","TEST17","682","PAY"
"19.0","TEST62","RON","TEST5","683","PAY"
"4.0","TEST55","RON","TEST52","684","PAY"
"4.0","TEST70","RON","TEST88","685","PAY"
"11.0","TEST60","RON","TEST9","686","PAY"
"14.0","TEST59","RON","TEST3","687","PAY"
"10.0","TEST31","RON","TEST93","688","PAY"
"6.0","TEST52","RON","TEST60","689","PAY"
"16.0","TEST64","RON","TEST96","690","PAY"
"10.0","TEST14","RON","TEST60","691","PAY"
"4.0","TEST83","RON","TEST55","692","PAY"
"4.0","TEST14","RON","TEST94","693","PAY"
"17.0","TEST98","RON","TEST59","694","PAY"
"9.0","TEST65","RON","TEST46","695","PAY"
"19.0","TEST55","RON","TEST31","696","PAY"
"3.0","TEST26","RON","TEST98","697","PAY"
"7.0","TEST87","RON","TEST37","698","PAY"
"2.0","TEST53","RON","TEST82","699","PAY"
"20.0","TEST66","RON","TEST86","700","PAY"
"10.0","TEST46","RON","TEST32","701","PAY"
"8.0","TEST75","RON","TEST35","702","PAY"
"12.0","TEST47","RON","TEST33","703","PAY"
"10.0","TEST92","RON","TEST4","704","PAY"
"13.0","TEST72","RON","TEST51","705","PAY"
"9.0","TEST50","RON","TEST64","706","PAY"
"15.0","TEST47","RON","TEST53","707","PAY"
"1.0","TEST7","RON","TEST94","708","PAY"
"2.0","TEST34","RON","TEST41","709","PAY"
"1.0","TEST46","RON","TEST21","710","PAY"
"6.0","TEST97","RON","TEST48","711","PAY"
"2.0","TEST10","RON","TEST94","712","PAY"
"20.0","TEST50","RON","TEST34","713","PAY"
"17.0","TEST70","RON","TEST73","714","PAY"
"13.0","TEST97","RON","TEST39","715","PAY"
"20.0","TEST9","RON","TEST78","716","PAY"
"10.0","TEST25","RON","TEST10","717","PAY"
"4.0","TEST41","RON","TEST73","718","PAY"
"9.0","TEST71","RON","TEST10","719","PAY"
"13.0","TEST26","RON","TEST21","720","PAY"
"12.0","TEST10","RON","TEST86","721","PAY"
"18.0","TEST80","RON","TEST59","722","PAY"
"14.0","TEST47","RON","TEST71","723","PAY"
"15.0","TEST85","RON","TEST25","724","PAY"
"13.0","TEST19","RON","TEST71","725","PAY"
"8.0","TEST57","RON","TEST99","726","PAY"
"2.0","TEST38","RON","TEST8","727","PAY"
"19.0","TEST85","RON","TEST7","728","PAY"
"11.0","TEST76","RON","TEST37","729","PAY"
"18.0","TEST16","RON","TEST61","730","PAY"
"5.0","TEST10","RON","TEST58","731","PAY"
"20.0","TEST74","RON","TEST42","732","PAY"
"8.0","TEST6","RON","TEST53","733","PAY"
"1.0","TEST28","RON","TEST37","734","PAY"
"17.0","TEST57","RON","TEST71","735","PAY"
"6.0","TEST87","RON","TEST48","736","PAY"
"17.0","TEST58","RON","TEST37","737","PAY"
"14.0","TEST68","RON","TEST16","738","PAY"
"19.0","TEST76","RON","TEST30","739","PAY"
"17.0","TEST85","RON","TEST70","740","PAY"
"14.0","CONTADMIN","RON","TEST87","741","PAY"
"5.0","TEST63","RON","TEST81","742","PAY"
"7.0","TEST85","RON","TEST5","743","PAY"
"16.0","TEST1","RON","TEST36","744","PAY"
"5.0","TEST89","RON","TEST9","745","PAY"
"7.0","TEST72","RON","TEST20","746","PAY"
"10.0","TEST52","RON","TEST91","747","PAY"
"2.0","TEST10","RON","TEST55","748","PAY"
"8.0","TEST68","RON","TEST92","749","PAY"
"10.0","TEST7","RON","TEST58","750","PAY"
"18.0","TEST3","RON","TEST97","751","PAY"
"3.0","TEST85","RON","TEST68","752","PAY"
"11.0","TEST91","RON","TEST31","753","PAY"
"6.0","TEST31","RON","TEST3","754","PAY"
"16.0","TEST27","RON","TEST79","755","PAY"
"17.0","TEST46","RON","TEST49","756","PAY"
"19.0","TEST82","RON","TEST90","757","PAY"
"17.0","TEST96","RON","TEST87","758","PAY"
"5.0","TEST44","RON","TEST19","759","PAY"
"16.0","TEST15","RON","TEST39","760","PAY"
"6.0","TEST28","RON","TEST9","761","PAY"
"9.0","TEST30","RON","TEST8","762","PAY"
"6.0","TEST85","RON","CONTADMIN","763","PAY"
"17.0","TEST56","RON","TEST55","764","PAY"
"11.0","TEST67","RON","TEST93","765","PAY"
"18.0","TEST1","RON","TEST31","766","PAY"
"3.0","TEST58","RON","TEST49","767","PAY"
"19.0","TEST58","RON","TEST51","768","PAY"
"17.0","TEST34","RON","TEST79","769","PAY"
"3.0","TEST93","RON","TEST80","770","PAY"
"6.0","TEST59","RON","CONTADMIN0","771","PAY"
"10.0","TEST97","RON","TEST75","772","PAY"
"16.0","TEST28","RON","TEST30","773","PAY"
"13.0","TEST33","RON","TEST63","774","PAY"
"10.0","TEST29","RON","TEST49","775","PAY"
"11.0","TEST35","RON","TEST97","776","PAY"
"8.0","TEST6","RON","TEST50","777","PAY"
"19.0","TEST54","RON","TEST2","778","PAY"
"15.0","TEST78","RON","TEST23","779","PAY"
"14.0","TEST15","RON","TEST82","780","PAY"
"14.0","TEST15","RON","TEST16","781","PAY"
"2.0","TEST60","RON","TEST39","782","PAY"
"1.0","TEST87","RON","TEST38","783","PAY"
"16.0","TEST92","RON","TEST2","784","PAY"
"13.0","TEST71","RON","TEST70","785","PAY"
"17.0","TEST65","RON","TEST42","786","PAY"
"18.0","TEST24","RON","TEST4","787","PAY"
"7.0","TEST92","RON","TEST29","788","PAY"
"18.0","TEST47","RON","TEST88","789","PAY"
"1.0","TEST6","RON","TEST70","790","PAY"
"16.0","TEST53","RON","TEST32","791","PAY"
"4.0","TEST90","RON","TEST6","792","PAY"
"13.0","TEST38","RON","TEST64","793","PAY"
"14.0","TEST81","RON","TEST47","794","PAY"
"12.0","TEST66","RON","TEST90","795","PAY"
"6.0","TEST67","RON","TEST24","796","PAY"
"17.0","TEST15","RON","TEST74","797","PAY"
"10.0","TEST26","RON","TEST53","798","PAY"
"12.0","TEST10","RON","TEST46","799","PAY"
"20.0","TEST64","RON","TEST41","800","PAY"
"2.0","TEST61","RON","TEST12","801","PAY"
"8.0","TEST26","RON","TEST97","802","PAY"
"4.0","TEST26","RON","TEST32","803","PAY"
"1.0","TEST57","RON","TEST65","804","PAY"
"1.0","TEST23","RON","TEST21","805","PAY"
"6.0","TEST68","RON","TEST75","806","PAY"
"6.0","TEST11","RON","TEST46","807","PAY"
"13.0","TEST29","RON","TEST27","808","PAY"
"12.0","TEST53","RON","TEST40","809","PAY"
"4.0","TEST77","RON","TEST83","810","PAY"
"7.0","TEST89","RON","TEST45","811","PAY"
"5.0","TEST75","RON","TEST30","812","PAY"
"12.0","TEST59","RON","TEST52","813","PAY"
"20.0","TEST9","RON","TEST38","814","PAY"
"6.0","TEST79","RON","TEST36","815","PAY"
"8.0","TEST88","RON","TEST68","816","PAY"
"13.0","TEST48","RON","TEST40","817","PAY"
"17.0","TEST88","RON","TEST63","818","PAY"
"4.0","TEST81","RON","CONTADMIN","819","PAY"
"5.0","TEST59","RON","TEST90","820","PAY"
"2.0","TEST75","RON","TEST51","821","PAY"
"8.0","TEST70","RON","TEST40","822","PAY"
"2.0","TEST56","RON","TEST38","823","PAY"
"4.0","TEST7","RON","CONTADMIN0","824","PAY"
"3.0","TEST13","RON","TEST90","825","PAY"
"7.0","TEST7","RON","TEST37","826","PAY"
"4.0","TEST46","RON","TEST90","827","PAY"
"12.0","TEST10","RON","TEST2","828","PAY"
"16.0","TEST83","RON","TEST7","829","PAY"
"11.0","TEST67","RON","TEST65","830","PAY"
"10.0","TEST99","RON","TEST55","831","PAY"
"3.0","TEST23","RON","TEST8","832","PAY"
"15.0","TEST8","RON","TEST77","833","PAY"
"6.0","TEST41","RON","TEST55","834","PAY"
"5.0","TEST71","RON","TEST19","835","PAY"
"18.0","TEST85","RON","TEST95","836","PAY"
"1.0","TEST99","RON","TEST38","837","PAY"
"20.0","TEST32","RON","TEST74","838","PAY"
"3.0","TEST80","RON","TEST78","839","PAY"
"17.0","TEST90","RON","TEST29","840","PAY"
"1.0","TEST57","RON","TEST65","841","PAY"
"6.0","TEST82","RON","TEST37","842","PAY"
"20.0","TEST38","RON","TEST34","843","PAY"
"19.0","TEST27","RON","TEST81","844","PAY"
"10.0","TEST82","RON","CONTADMIN0","845","PAY"
"16.0","TEST46","RON","TEST75","846","PAY"
"10.0","TEST83","RON","TEST76","847","PAY"
"7.0","TEST86","RON","TEST12","848","PAY"
"16.0","TEST49","RON","TEST5","849","PAY"
"5.0","TEST72","RON","TEST12","850","PAY"
"8.0","TEST62","RON","TEST72","851","PAY"
"14.0","TEST20","RON","TEST1","852","PAY"
"19.0","TEST61","RON","TEST74","853","PAY"
"18.0","TEST78","RON","TEST15","854","PAY"
"11.0","TEST61","RON","TEST21","855","PAY"
"9.0","TEST57","RON","TEST19","856","PAY"
"8.0","TEST35","RON","TEST55","857","PAY"
"16.0","TEST99","RON","TEST11","858","PAY"
"9.0","TEST41","RON","TEST36","859","PAY"
"18.0","TEST54","RON","TEST56","860","PAY"
"10.0","TEST89","RON","TEST60","861","PAY"
"19.0","TEST46","RON","TEST5","862","PAY"
"12.0","TEST44","RON","TEST77","863","PAY"
"19.0","TEST4","RON","TEST75","864","PAY"
"8.0","TEST46","RON","TEST45","865","PAY"
"15.0","TEST85","RON","TEST88","866","PAY"
"16.0","TEST68","RON","TEST63","867","PAY"
"8.0","TEST84","RON","TEST44","868","PAY"
"8.0","TEST28","RON","TEST78","869","PAY"
"15.0","TEST26","RON","TEST59","870","PAY"
"13.0","TEST80","RON","TEST57","871","PAY"
"11.0","TEST98","RON","TEST86","872","PAY"
"8.0","TEST21","RON","TEST49","873","PAY"
"13.0","TEST97","RON","TEST21","874","PAY"
"8.0","TEST65","RON","TEST79","875","PAY"
"15.0","TEST66","RON","TEST22","876","PAY"
"16.0","TEST5","RON","TEST25","877","PAY"
"9.0","TEST53","RON","TEST90","878","PAY"
"11.0","TEST55","RON","TEST39","879","PAY"
"9.0","TEST64","RON","TEST86","880","PAY"
"5.0","TEST61","RON","TEST35","881","PAY"
"14.0","TEST5","RON","TEST13","882","PAY"
"20.0","TEST90","RON","TEST19","883","PAY"
"10.0","TEST73","RON","TEST19","884","PAY"
"13.0","TEST43","RON","TEST98","885","PAY"
"7.0","TEST83","RON","TEST90","886","PAY"
"3.0","TEST22","RON","TEST48","887","PAY"
"17.0","TEST13","RON","TEST6","888","PAY"
"13.0","TEST90","RON","TEST94","889","PAY"
"19.0","TEST15","RON","TEST31","890","PAY"
"13.0","TEST50","RON","TEST41","891","PAY"
"13.0","TEST34","RON","TEST73","892","PAY"
"17.0","TEST10","RON","TEST83","893","PAY"
"19.0","TEST76","RON","TEST46","894","PAY"
"6.0","TEST18","RON","TEST11","895","PAY"
"4.0","TEST19","RON","TEST6","896","PAY"
"2.0","TEST42","RON","TEST86","897","PAY"
"9.0","TEST53","RON","TEST3","898","PAY"
"9.0","TEST48","RON","TEST36","899","PAY"
"8.0","TEST75","RON","TEST52","900","PAY"
"10.0","CONTADMIN","RON","TEST39","901","PAY"
"6.0","TEST28","RON","TEST63","902","PAY"
"16.0","TEST27","RON","TEST94","903","PAY"
"15.0","TEST33","RON","TEST80","904","PAY"
"16.0","TEST82","RON","TEST1","905","PAY"
"14.0","TEST51","RON","TEST53","906","PAY"
"15.0","TEST99","RON","TEST67","907","PAY"
"6.0","TEST50","RON","TEST53","908","PAY"
"2.0","TEST21","RON","TEST84","909","PAY"
"16.0","TEST5","RON","TEST92","910","PAY"
"15.0","TEST15","RON","TEST63","911","PAY"
"10.0","TEST47","RON","TEST99","912","PAY"
"13.0","TEST25","RON","TEST99","913","PAY"
"6.0","TEST78","RON","TEST25","914","PAY"
"20.0","TEST9","RON","TEST22","915","PAY"
"18.0","TEST45","RON","TEST85","916","PAY"
"16.0","TEST74","RON","TEST54","917","PAY"
"10.0","TEST90","RON","TEST74","918","PAY"
"6.0","TEST80","RON","TEST10","919","PAY"
"5.0","TEST12","RON","TEST30","920","PAY"
"2.0","TEST3","RON","TEST42","921","PAY"
"6.0","TEST5","RON","TEST51","922","PAY"
"17.0","TEST18","RON","TEST49","923","PAY"
"9.0","TEST11","RON","TEST12","924","PAY"
"2.0","TEST51","RON","TEST88","925","PAY"
"2.0","TEST94","RON","TEST30","926","PAY"
"20.0","TEST36","RON","TEST48","927","PAY"
"6.0","TEST61","RON","TEST1","928","PAY"
"8.0","TEST52","RON","TEST91","929","PAY"
"20.0","TEST91","RON","TEST84","930","PAY"
"2.0","TEST63","RON","TEST89","931","PAY"
"13.0","TEST48","RON","TEST75","932","PAY"
"15.0","TEST87","RON","TEST78","933","PAY"
"10.0","CONTADMIN0","RON","TEST84","934","PAY"
"20.0","TEST17","RON","TEST99","935","PAY"
"5.0","TEST78","RON","TEST94","936","PAY"
"5.0","TEST63","RON","TEST69","937","PAY"
"12.0","TEST88","RON","TEST72","938","PAY"
"6.0","TEST71","RON","TEST9","939","PAY"
"19.0","TEST38","RON","TEST6","940","PAY"
"3.0","TEST66","RON","TEST27","941","PAY"
"5.0","TEST89","RON","TEST14","942","PAY"
"17.0","CONTADMIN0","RON","TEST25","943","PAY"
"2.0","TEST71","RON","TEST30","944","PAY"
"7.0","TEST82","RON","TEST56","945","PAY"
"12.0","TEST68","RON","TEST61","946","PAY"
"9.0","TEST66","RON","TEST89","947","PAY"
"17.0","CONTADMIN0","RON","TEST14","948","PAY"
"8.0","TEST24","RON","TEST26","949","PAY"
"16.0","TEST45","RON","TEST97","950","PAY"
"13.0","TEST52","RON","TEST25","951","PAY"
"2.0","TEST68","RON","TEST73","952","PAY"
"17.0","TEST78","RON","TEST86","953","PAY"
"1.0","TEST58","RON","TEST87","954","PAY"
"12.0","TEST42","RON","TEST50","955","PAY"
"17.0","TEST76","RON","TEST36","956","PAY"
"13.0","TEST35","RON","TEST77","957","PAY"
"14.0","TEST90","RON","CONTADMIN0","958","PAY"
"11.0","CONTADMIN0","RON","TEST66","959","PAY"
"14.0","TEST68","RON","TEST70","960","PAY"
"3.0","TEST35","RON","TEST8","961","PAY"
"18.0","TEST43","RON","TEST90","962","PAY"
"1.0","TEST38","RON","TEST81","963","PAY"
"20.0","TEST58","RON","TEST84","964","PAY"
"18.0","TEST36","RON","TEST55","965","PAY"
"7.0","TEST92","RON","TEST32","966","PAY"
"10.0","TEST38","RON","TEST11","967","PAY"
"1.0","TEST1","RON","TEST15","968","PAY"
"8.0","TEST79","RON","TEST61","969","PAY"
"12.0","TEST90","RON","TEST97","970","PAY"
"13.0","TEST25","RON","TEST67","971","PAY"
"7.0","TEST73","RON","TEST50","972","PAY"
"1.0","TEST8","RON","TEST34","973","PAY"
"16.0","TEST52","RON","TEST29","974","PAY"
"13.0","CONTADMIN0","RON","TEST41","975","PAY"
"17.0","TEST23","RON","TEST99","976","PAY"
"19.0","TEST58","RON","TEST87","977","PAY"
"20.0","TEST30","RON","TEST62","978","PAY"
"19.0","TEST83","RON","TEST55","979","PAY"
"20.0","TEST62","RON","TEST11","980","PAY"
"12.0","TEST14","RON","TEST85","981","PAY"
"1.0","TEST67","RON","TEST42","982","PAY"
"6.0","TEST14","RON","TEST13","983","PAY"
"14.0","TEST28","RON","TEST37","984","PAY"
"1.0","TEST58","RON","TEST71","985","PAY"
"10.0","TEST34","RON","TEST95","986","PAY"
"12.0","TEST58","RON","TEST61","987","PAY"
"17.0","TEST24","RON","TEST93","988","PAY"
"18.0","TEST13","RON","TEST29","989","PAY"
"13.0","TEST37","RON","TEST69","990","PAY"
"5.0","TEST8","RON","TEST22","991","PAY"
"10.0","TEST99","RON","TEST64","992","PAY"
"6.0","TEST30","RON","TEST1","993","PAY"
"5.0","TEST60","RON","TEST81","994","PAY"
"7.0","TEST38","RON","TEST1","995","PAY"
"8.0","TEST89","RON","TEST83","996","PAY"
"1.0","TEST1","RON","TEST88","997","PAY"
"5.0","TEST87","RON","TEST40","998","PAY"
"9.0","TEST38","RON","TEST64","999","PAY"
"15.0","TEST67","RON","TEST36","1000","PAY"
"1.0","TEST33","RON","TEST70","1001","PAY"
"4.0","TEST67","RON","TEST26","1002","PAY"
"12.0","TEST17","RON","TEST28","1003","PAY"
"9.0","TEST70","RON","TEST47","1004","PAY"
"6.0","TEST50","RON","TEST16","1005","PAY"
"5.0","TEST45","RON","TEST10","1006","PAY"
"15.0","TEST95","RON","TEST81","1007","PAY"
"7.0","TEST93","RON","TEST74","1008","PAY"
"18.0","TEST52","RON","TEST76","1009","PAY"
"15.0","TEST61","RON","TEST2","1010","PAY"
"18.0","TEST48","RON","TEST23","1011","PAY"
"15.0","TEST5","RON","TEST97","1012","PAY"
"6.0","TEST98","RON","TEST54","1013","PAY"
"4.0","TEST89","RON","TEST9","1014","PAY"
"11.0","TEST12","RON","TEST52","1015","PAY"
"7.0","TEST61","RON","TEST98","1016","PAY"
"3.0","TEST3","RON","TEST62","1017","PAY"
"15.0","TEST53","RON","TEST55","1018","PAY"
"18.0","CONTADMIN0","RON","TEST38","1019","PAY"
"14.0","TEST83","RON","TEST21","1020","PAY"
"13.0","TEST96","RON","TEST9","1021","PAY"
"16.0","TEST30","RON","TEST66","1022","PAY"
"8.0","TEST10","RON","TEST61","1023","PAY"
"15.0","TEST4","RON","TEST6","1024","PAY"
"14.0","TEST47","RON","TEST12","1025","PAY"
"9.0","CONTADMIN0","RON","TEST20","1026","PAY"
"7.0","CONTADMIN","RON","TEST37","1027","PAY"
"10.0","TEST76","RON","TEST4","1028","PAY"
"14.0","TEST28","RON","CONTADMIN0","1029","PAY"
"8.0","TEST25","RON","TEST14","1030","PAY"
"5.0","TEST78","RON","TEST91","1031","PAY"
"11.0","TEST31","RON","TEST5","1032","PAY"
"10.0","TEST35","RON","TEST87","1033","PAY"
"2.0","TEST29","RON","TEST85","1034","PAY"
"14.0","TEST5","RON","TEST19","1035","PAY"
"14.0","TEST95","RON","TEST3","1036","PAY"
"4.0","TEST26","RON","CONTADMIN","1037","PAY"
"15.0","TEST8","RON","TEST53","1038","PAY"
"15.0","TEST60","RON","TEST37","1039","PAY"
"12.0","TEST25","RON","TEST95","1040","PAY"
"15.0","TEST14","RON","TEST53","1041","PAY"
"20.0","TEST54","RON","TEST38","1042","PAY"
"13.0","TEST17","RON","TEST49","1043","PAY"
"9.0","TEST48","RON","TEST17","1044","PAY"
"20.0","TEST65","RON","TEST5","1045","PAY"
"15.0","TEST85","RON","TEST82","1046","PAY"
"15.0","TEST36","RON","TEST81","1047","PAY"
"15.0","TEST13","RON","TEST97","1048","PAY"
"17.0","TEST35","RON","TEST63","1049","PAY"
"7.0","TEST43","RON","TEST9","1050","PAY"
"10.0","TEST14","RON","TEST84","1051","PAY"
"16.0","TEST21","RON","TEST64","1052","PAY"
"2.0","TEST39","RON","TEST26","1053","PAY"
"10.0","TEST54","RON","CONTADMIN0","1054","PAY"
"3.0","TEST22","RON","TEST59","1055","PAY"
"5.0","TEST39","RON","TEST33","1056","PAY"
"18.0","TEST36","RON","TEST95","1057","PAY"
